A001n_PN1c_00001-5	reltype=ob	['９', '留学']	９５―９７年、中国・北京大に留学し、帰国後に双子を出産。	['1', '4']
A007n_PN3g_00001-76	reltype=overlap	['０', 'でき']	[JSP]００年衆院選の選挙無効訴訟の判決（０１年１２月）で一票の格差について「一対二以上に及ぶ場合、是認することはできない」と違憲の反対意見。	['2', '3']
A007n_PN3g_00001-77	reltype=overlap	['０', '反し']	大嘗祭を「政教分離に反しない」と判断した判決（０２年７月）で裁判長。	['8', '17']
A007n_PN3g_00001-77	reltype=overlap	['０', '判断']	大嘗祭を「政教分離に反しない」と判断した判決（０２年７月）で裁判長。	['12', '17']
A007n_PN3g_00001-81	reltype=after	['０', '経']	大阪弁護士会会長を経て０２年６月最高裁判事。	['7', '9']
A007n_PN3g_00001-89	reltype=overlap	['０', 'し']	ロプロ（旧日栄）の融資で「利息制限法を逸脱」とした判決（０３年７月）、早大の警視庁への講演会参加者名簿提供を「プライバシー侵害で違法」と判断した判決（０３年９月）で裁判長。	['17', '21']
A007n_PN3g_00001-89	reltype=before	['０', '判断']	ロプロ（旧日栄）の融資で「利息制限法を逸脱」とした判決（０３年７月）、早大の警視庁への講演会参加者名簿提供を「プライバシー侵害で違法」と判断した判決（０３年９月）で裁判長。	['21', '48']
A007n_PN3g_00001-89	reltype=after	['０', 'し']	ロプロ（旧日栄）の融資で「利息制限法を逸脱」とした判決（０３年７月）、早大の警視庁への講演会参加者名簿提供を「プライバシー侵害で違法」と判断した判決（０３年９月）で裁判長。	['17', '21']
A007n_PN3g_00001-89	reltype=overlap	['０', '判断']	ロプロ（旧日栄）の融資で「利息制限法を逸脱」とした判決（０３年７月）、早大の警視庁への講演会参加者名簿提供を「プライバシー侵害で違法」と判断した判決（０３年９月）で裁判長。	['21', '48']
A007n_PN3g_00001-93	reltype=after	['０', '経']	東京弁護士会会長を経て００年９月最高裁判事。	['7', '9']
A007n_PN3g_00001-103	reltype=overlap	['０', 'し']	旧日本軍軍属の在日韓国人に対する障害年金不支給を合憲とした判決（０１年４月）で「明確な法的解釈が望まれる」と補足意見。	['18', '22']
A007n_PN3g_00001-108	reltype=after	['０', '経']	東北大大学院教授を経て０２年９月最高裁判事。	['7', '9']
A007n_PN3g_00001-119	reltype=overlap	['０', '認め']	サブリース契約での賃料減額請求を認めた判決（０３年１０月）、「東電ＯＬ殺害事件」で一審無罪、二審無期懲役となったネパール人被告の上告を棄却する決定（同）で裁判長。	['9', '13']
A007n_PN3g_00001-119	reltype=after	['０', 'なっ']	サブリース契約での賃料減額請求を認めた判決（０３年１０月）、「東電ＯＬ殺害事件」で一審無罪、二審無期懲役となったネパール人被告の上告を棄却する決定（同）で裁判長。	['13', '17']
A007n_PN3g_00001-119	reltype=overlap	['０', '棄却']	サブリース契約での賃料減額請求を認めた判決（０３年１０月）、「東電ＯＬ殺害事件」で一審無罪、二審無期懲役となったネパール人被告の上告を棄却する決定（同）で裁判長。	['13', '17']
A007n_PN3g_00001-123	reltype=after	['０', '経']	社会保険庁長官、駐アイルランド大使を経て０１年１２月最高裁判事。	['10', '12']
A007n_PN3g_00001-132	reltype=overlap	['０', '否定']	豊田商事事件で国の賠償責任を否定した判決（０２年９月）、テレビ朝日ダイオキシン報道訴訟、「山本老事件」の再審請求で特別抗告を棄却した決定（０３年１０月）で裁判長。	['10', '15']
A007n_PN3g_00001-132	reltype=before	['０', '棄却']	豊田商事事件で国の賠償責任を否定した判決（０２年９月）、テレビ朝日ダイオキシン報道訴訟、「山本老事件」の再審請求で特別抗告を棄却した決定（０３年１０月）で裁判長。	['15', '40']
A007n_PN3g_00001-132	reltype=after	['０', '否定']	豊田商事事件で国の賠償責任を否定した判決（０２年９月）、テレビ朝日ダイオキシン報道訴訟、「山本老事件」の再審請求で特別抗告を棄却した決定（０３年１０月）で裁判長。	['10', '15']
A007n_PN3g_00001-132	reltype=overlap	['０', '棄却']	豊田商事事件で国の賠償責任を否定した判決（０２年９月）、テレビ朝日ダイオキシン報道訴訟、「山本老事件」の再審請求で特別抗告を棄却した決定（０３年１０月）で裁判長。	['15', '40']
A007n_PN3g_00001-135	reltype=overlap	['今年', '増え']	[JSP]自営業者らが加入する国民健康保険（市町村国保）の保険料の滞納世帯が今年六月時点で、前年同期から約四十三万世帯増え、過去最高の約四百五十五万世帯になったことが七日までの厚生労働省の調べで分かった。	['25', '39']
A007n_PN3g_00001-135	reltype=overlap	['今年', 'なっ']	[JSP]自営業者らが加入する国民健康保険（市町村国保）の保険料の滞納世帯が今年六月時点で、前年同期から約四十三万世帯増え、過去最高の約四百五十五万世帯になったことが七日までの厚生労働省の調べで分かった。	['25', '51']
A007n_PN3g_00001-135	reltype=before	['今年', '分かっ']	[JSP]自営業者らが加入する国民健康保険（市町村国保）の保険料の滞納世帯が今年六月時点で、前年同期から約四十三万世帯増え、過去最高の約四百五十五万世帯になったことが七日までの厚生労働省の調べで分かった。	['25', '65']
A007n_PN3g_00001-135	reltype=before	['前年', '増え']	[JSP]自営業者らが加入する国民健康保険（市町村国保）の保険料の滞納世帯が今年六月時点で、前年同期から約四十三万世帯増え、過去最高の約四百五十五万世帯になったことが七日までの厚生労働省の調べで分かった。	['31', '39']
A007n_PN3g_00001-135	reltype=before	['前年', 'なっ']	[JSP]自営業者らが加入する国民健康保険（市町村国保）の保険料の滞納世帯が今年六月時点で、前年同期から約四十三万世帯増え、過去最高の約四百五十五万世帯になったことが七日までの厚生労働省の調べで分かった。	['31', '51']
A007n_PN3g_00001-135	reltype=before	['前年', '分かっ']	[JSP]自営業者らが加入する国民健康保険（市町村国保）の保険料の滞納世帯が今年六月時点で、前年同期から約四十三万世帯増え、過去最高の約四百五十五万世帯になったことが七日までの厚生労働省の調べで分かった。	['31', '65']
A007n_PN3g_00001-135	reltype=after	['七', '増え']	[JSP]自営業者らが加入する国民健康保険（市町村国保）の保険料の滞納世帯が今年六月時点で、前年同期から約四十三万世帯増え、過去最高の約四百五十五万世帯になったことが七日までの厚生労働省の調べで分かった。	['39', '55']
A007n_PN3g_00001-135	reltype=after	['七', 'なっ']	[JSP]自営業者らが加入する国民健康保険（市町村国保）の保険料の滞納世帯が今年六月時点で、前年同期から約四十三万世帯増え、過去最高の約四百五十五万世帯になったことが七日までの厚生労働省の調べで分かった。	['51', '55']
A007n_PN3g_00001-138	reltype=before	['前', '移る']	[JSP]同省や国保中央会は、リストラなどで企業の健康保険組合から国保に移る人が増え、前年度の所得に基づいて決められた保険料が支払えないケースが出ていると分析。	['20', '25']
A007n_PN3g_00001-138	reltype=before	['前', '増え']	[JSP]同省や国保中央会は、リストラなどで企業の健康保険組合から国保に移る人が増え、前年度の所得に基づいて決められた保険料が支払えないケースが出ていると分析。	['23', '25']
A007n_PN3g_00001-138	reltype=before	['前', '支払え']	[JSP]同省や国保中央会は、リストラなどで企業の健康保険組合から国保に移る人が増え、前年度の所得に基づいて決められた保険料が支払えないケースが出ていると分析。	['25', '38']
A007n_PN3g_00001-138	reltype=before	['前', '出']	[JSP]同省や国保中央会は、リストラなどで企業の健康保険組合から国保に移る人が増え、前年度の所得に基づいて決められた保険料が支払えないケースが出ていると分析。	['25', '42']
A007n_PN3g_00001-142	reltype=overlap	['一', '滞納']	[JSP]特別な事情がなく一年間滞納すると、運営する市町村は保険証を返還させ、代わりに加入者がいったん全額負担する必要がある「被保険者資格証明書」を交付しているが、対象者は前年同期から三万三千世帯増え、二十五万八千世帯と最多を記録した。	['7', '9']
A007n_PN3g_00001-142	reltype=before	['一', '返還']	[JSP]特別な事情がなく一年間滞納すると、運営する市町村は保険証を返還させ、代わりに加入者がいったん全額負担する必要がある「被保険者資格証明書」を交付しているが、対象者は前年同期から三万三千世帯増え、二十五万八千世帯と最多を記録した。	['7', '22']
